TermTested,TermRostered,DistrictName,SchoolName,Teacher,ClassName,Subject,Course,ASGType,GrowthComparisonPeriod,NormsReferenceData,WIStartTerm,WIEndTerm,StudentID,StudentLastName,StudentFirstName,StudentGrade,TestDate,StartRIT,StartRITSEM,StartPercentile,StartTestDuration,EndTestDate,EndRIT,EndRITSEM,EndPercentile,EndTestDuration,ProjectedRIT,ProjectedGrowth,ObservedGrowth,ObservedGrowthSE,GrowthIndex,MetGrowthProjection?,ConditionalGrowthIndex,ConditionalGrowthPercentile,CountofStudentswithGrowthProjectionAvailableandValidBeginningandEndingTermScores,CountofStudentswhoMetorExceededtheirProjectedGrowth,PercentageofStudentswhoMetorExceededtheirProjectedRIT,PercentageofProjectedGrowthMet,MedianConditionalGrowthPercentile,StartGrowthandAchievement,EndGrowthandAchievement,ConditionalGrowthPercentileAxis,AchievementPercentileAxis
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250020,Andersson,Nils,5,2025-09-18,235,3.1,99,50,2026-05-14,233,3.0,97,54,239,4,-2,4.3,-6,No,-0.86,19,22,12,55,124,53,Low Growth / High Achievement,Low Growth / High Achievement,19,97
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250021,Aziz,Mariam,5,2025-09-18,228,3.1,98,46,2026-05-14,238,3.2,99,39,233,5,10,4.5,5,Yes,0.71,76,22,12,55,124,53,High Growth / High Achievement,High Growth / High Achievement,76,99
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250013,Boateng,Kwame,5,2025-09-18,184,3.1,10,38,2026-05-14,190,3.4,11,37,191,7,6,4.6,-1,No,-0.14,44,22,12,55,124,53,Average Growth / Low Achievement,Average Growth / Low Achievement,44,11
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250023,Chatterjee,Kavya,5,2025-09-18,192,3.0,24,36,2026-05-14,211,3.1,61,33,198,6,19,4.3,13,Yes,1.86,97,22,12,55,124,53,High Growth / Low Achievement,High Growth / High Achievement,97,61
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250014,Dubois,Chloé,5,2025-09-18,197,3.0,38,39,2026-05-14,203,3.2,39,32,203,6,6,4.4,0,Yes,0.00,50,22,12,55,124,53,Average Growth / Low Achievement,Average Growth / Low Achievement,50,39
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250006,Herrera,Santiago,5,2025-09-18,199,2.9,44,41,2026-05-14,216,3.0,74,38,205,6,17,4.2,11,Yes,1.57,94,22,12,55,124,53,High Growth / Average Achievement,High Growth / High Achievement,94,74
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250003,Iyer,Priya,5,2025-09-18,211,3.2,78,34,2026-05-14,212,3.1,64,39,216,5,1,4.5,-4,No,-0.57,28,22,12,55,124,53,Low Growth / High Achievement,Low Growth / High Achievement,28,64
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250002,Khoury,Omar,5,2025-09-18,208,3.3,70,40,2026-05-14,217,2.8,76,36,214,6,9,4.3,3,Yes,0.43,67,22,12,55,124,53,High Growth / High Achievement,High Growth / High Achievement,67,76
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250001,Mensah,Amara,5,2025-09-18,231,3.4,99,49,2026-05-14,233,3.4,97,43,235,4,2,4.8,-2,No,-0.29,39,22,12,55,124,53,Low Growth / High Achievement,Low Growth / High Achievement,39,97
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250019,Moyo,Tendai,5,2025-09-18,206,3.0,65,57,,,,,,212,6,,,,,,,22,12,55,124,53,,,,
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250008,Müller,Lukas,5,2025-09-18,214,3.1,84,35,2026-05-14,224,3.2,89,32,219,5,10,4.5,5,Yes,0.71,76,22,12,55,124,53,High Growth / High Achievement,High Growth / High Achievement,76,89
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250010,Nair,Arjun,5,2025-09-18,182,3.1,7,43,2026-05-14,185,3.2,6,41,189,7,3,4.5,-4,No,-0.57,28,22,12,55,124,53,Low Growth / Low Achievement,Low Growth / Low Achievement,28,6
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250011,Nakamura,Yuna,5,2025-09-18,181,3.1,6,34,2026-05-14,195,3.0,20,36,188,7,14,4.3,7,Yes,1.00,84,22,12,55,124,53,High Growth / Low Achievement,High Growth / Low Achievement,84,20
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250009,Nasser,Layla,5,2025-09-18,220,3.0,93,30,2026-05-14,228,3.2,93,28,225,5,8,4.4,3,Yes,0.43,67,22,12,55,124,53,High Growth / High Achievement,High Growth / High Achievement,67,93
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250007,Nkosi,Zanele,5,2025-09-18,215,3.1,86,39,2026-05-14,221,3.1,84,37,220,5,6,4.4,1,Yes,0.14,56,22,12,55,124,53,Average Growth / High Achievement,Average Growth / High Achievement,56,84
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250022,O'Donnell,Eoin,5,2025-09-18,192,3.1,24,40,2026-05-14,196,3.1,22,39,198,6,4,4.4,-2,No,-0.29,39,22,12,55,124,53,Low Growth / Low Achievement,Low Growth / Low Achievement,39,22
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250017,Park,Min-jun,5,2025-09-18,203,3.1,56,34,2026-05-14,212,3.2,64,38,209,6,9,4.5,3,Yes,0.43,67,22,12,55,124,53,High Growth / Average Achievement,High Growth / High Achievement,67,64
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250015,Qureshi,Hamza,5,2025-09-18,220,3.0,93,39,2026-05-14,222,3.2,86,39,225,5,2,4.4,-3,No,-0.43,33,22,12,55,124,53,Low Growth / High Achievement,Low Growth / High Achievement,33,86
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250018,Rojas,Valentina,5,2025-09-18,203,2.9,56,47,2026-05-14,214,3.0,69,45,209,6,11,4.2,5,Yes,0.71,76,22,12,55,124,53,High Growth / Average Achievement,High Growth / High Achievement,76,69
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250005,Rossi,Elena,5,2025-09-18,204,3.0,59,40,2026-05-14,219,3.0,80,29,210,6,15,4.2,9,Yes,1.29,90,22,12,55,124,53,High Growth / Average Achievement,High Growth / High Achievement,90,80
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250016,Schmidt,Freya,5,2025-09-18,220,3.2,93,40,2026-05-14,219,3.3,80,37,225,5,-1,4.6,-6,No,-0.86,19,22,12,55,124,53,Low Growth / High Achievement,Low Growth / High Achievement,19,80
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250004,Tanaka,Haruto,5,2025-09-18,208,3.0,70,37,2026-05-14,208,2.9,53,40,214,6,0,4.2,-6,No,-0.86,19,22,12,55,124,53,Low Growth / High Achievement,Low Growth / Average Achievement,19,53
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,Science,Science K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250012,Yılmaz,Aylin,5,2025-09-18,221,3.2,94,44,2026-05-14,225,3.1,90,44,226,5,4,4.5,-1,No,-0.14,44,22,12,55,124,53,Average Growth / High Achievement,Average Growth / High Achievement,44,90
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250041,Asante,Kofi,5,2025-09-09,240,3.1,98,45,2026-05-05,235,3.2,94,45,241,1,-5,4.5,-6,No,-0.67,25,21,12,57,132,59,Low Growth / High Achievement,Low Growth / High Achievement,25,94
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250045,Bennett,Oliver,5,2025-09-09,212,3.0,68,53,2026-05-05,221,3.0,78,56,216,4,9,4.2,5,Yes,0.56,71,21,12,57,132,59,High Growth / High Achievement,High Growth / High Achievement,71,78
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250026,Bianchi,Matteo,5,2025-09-09,243,3.3,99,53,2026-05-05,225,3.3,84,58,244,1,-18,4.7,-19,No,-2.11,2,21,12,57,132,59,Low Growth / High Achievement,Low Growth / High Achievement,2,84
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250040,Campbell,Isla,5,2025-09-25,198,3.0,36,60,2026-05-05,214,2.9,64,55,204,6,16,4.2,10,Yes,1.11,87,21,12,57,132,59,High Growth / Low Achievement,High Growth / High Achievement,87,64
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250029,Castillo,Camila,5,2025-09-09,193,3.1,26,60,2026-05-05,208,3.0,50,45,199,6,15,4.3,9,Yes,1.00,84,21,12,57,132,59,High Growth / Low Achievement,High Growth / Average Achievement,84,50
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250042,Darwish,Salma,5,2025-09-09,200,2.9,41,65,2026-05-19,210,3.1,55,75,205,5,10,4.2,5,Yes,0.56,71,21,12,57,132,59,High Growth / Average Achievement,High Growth / Average Achievement,71,55
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250039,Demir,Emir,5,2025-09-09,193,3.2,26,46,,,,,,199,6,,,,,,,21,12,57,132,59,,,,
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250034,Dlamini,Thandiwe,5,2025-09-09,184,3.0,12,37,2026-05-05,204,3.2,41,37,191,7,20,4.4,13,Yes,1.44,93,21,12,57,132,59,High Growth / Low Achievement,High Growth / Average Achievement,93,41
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250033,Farouk,Noor,5,2025-09-09,207,3.2,57,40,2026-05-05,209,2.9,52,50,212,5,2,4.3,-3,No,-0.33,37,21,12,57,132,59,Low Growth / Average Achievement,Low Growth / Average Achievement,37,52
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250031,Jansen,Anouk,5,2025-09-09,242,3.5,99,73,2026-05-05,242,3.2,98,70,243,1,0,4.7,-1,No,-0.11,46,21,12,57,132,59,Average Growth / High Achievement,Average Growth / High Achievement,46,98
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250030,Karimi,Dariush,5,2025-09-09,189,3.2,19,38,2026-05-05,207,3.0,48,34,196,7,18,4.4,11,Yes,1.22,89,21,12,57,132,59,High Growth / Low Achievement,High Growth / Average Achievement,89,48
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250025,Kim,Seo-yeon,5,2025-09-09,213,3.0,70,48,2026-05-05,207,3.1,48,48,217,4,-6,4.3,-10,No,-1.11,13,21,12,57,132,59,Low Growth / High Achievement,Low Growth / Average Achievement,13,48
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250024,Mansour,Karim,5,2025-09-09,176,3.2,5,50,2026-05-05,196,3.1,24,46,184,8,20,4.5,12,Yes,1.33,91,21,12,57,132,59,High Growth / Low Achievement,High Growth / Low Achievement,91,24
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250028,Menon,Rohan,5,2025-09-24,200,3.1,41,51,2026-05-05,207,3.0,48,50,205,5,7,4.3,2,Yes,0.22,59,21,12,57,132,59,Average Growth / Average Achievement,Average Growth / Average Achievement,59,48
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250037,Novak,Tomas,5,2025-09-09,201,3.1,43,49,2026-05-05,199,3.1,30,44,206,5,-2,4.4,-7,No,-0.78,22,21,12,57,132,59,Low Growth / Average Achievement,Low Growth / Low Achievement,22,30
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250027,Nwosu,Adaeze,5,2025-09-09,205,3.0,52,43,2026-05-05,211,2.9,57,40,210,5,6,4.2,1,Yes,0.11,54,21,12,57,132,59,Average Growth / Average Achievement,Average Growth / Average Achievement,54,57
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250036,Reddy,Ananya,5,2025-09-09,233,3.4,96,58,2026-05-20,224,3.0,83,53,235,2,-9,4.5,-11,No,-1.22,11,21,12,57,132,59,Low Growth / High Achievement,Low Growth / High Achievement,11,83
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250032,Sato,Kenji,5,2025-09-09,193,3.1,26,45,2026-05-05,212,2.9,59,45,199,6,19,4.2,13,Yes,1.44,93,21,12,57,132,59,High Growth / Low Achievement,High Growth / Average Achievement,93,59
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250043,Silva,Mateus,5,2025-09-09,195,2.9,30,52,2026-05-05,194,3.1,21,49,201,6,-1,4.2,-7,No,-0.78,22,21,12,57,132,59,Low Growth / Low Achievement,Low Growth / Low Achievement,22,21
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250038,Tran,Linh,5,2025-09-09,246,3.2,99,34,2026-05-05,253,3.4,99,34,247,1,7,4.7,6,Yes,0.67,75,21,12,57,132,59,High Growth / High Achievement,High Growth / High Achievement,75,99
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250035,Vargas,Diego,5,2025-09-09,210,3.2,64,50,2026-05-05,213,3.0,62,47,214,4,3,4.4,-1,No,-0.11,46,21,12,57,132,59,Average Growth / High Achievement,Average Growth / High Achievement,46,62
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Reading,Reading,Class,Fall 2025 - Spring 2026,2025,3,32,D250044,Yamamoto,Hana,5,2025-09-09,202,3.0,45,41,2026-05-19,215,2.9,66,35,207,5,13,4.2,8,Yes,0.89,81,21,12,57,132,59,High Growth / Average Achievement,High Growth / High Achievement,81,66
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250041,Asante,Kofi,5,2025-09-11,221,3.2,88,44,2026-05-07,214,3.2,67,47,224,3,-7,4.5,-10,No,-1.25,11,22,11,50,114,45,Low Growth / High Achievement,Low Growth / High Achievement,11,67
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250045,Bennett,Oliver,5,2025-09-11,205,3.0,57,47,2026-05-07,221,3.1,81,49,210,5,16,4.3,11,Yes,1.38,92,22,11,50,114,45,High Growth / Average Achievement,High Growth / High Achievement,92,81
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250026,Bianchi,Matteo,5,2025-09-11,242,3.2,99,50,2026-05-07,244,3.3,99,48,243,1,2,4.6,1,Yes,0.13,55,22,11,50,114,45,Average Growth / High Achievement,Average Growth / High Achievement,55,99
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250040,Campbell,Isla,5,2025-09-25,209,2.9,67,49,2026-05-07,210,2.9,57,47,213,4,1,4.1,-3,No,-0.37,36,22,11,50,114,45,Low Growth / High Achievement,Low Growth / Average Achievement,36,57
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250029,Castillo,Camila,5,2025-09-11,181,3.2,9,46,2026-05-07,187,3.0,11,46,189,8,6,4.4,-2,No,-0.25,40,22,11,50,114,45,Low Growth / Low Achievement,Low Growth / Low Achievement,40,11
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250042,Darwish,Salma,5,2025-09-11,210,3.0,69,61,2026-05-20,201,3.1,35,63,214,4,-9,4.3,-13,No,-1.62,5,22,11,50,114,45,Low Growth / High Achievement,Low Growth / Low Achievement,5,35
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250039,Demir,Emir,5,2025-09-11,205,2.8,57,44,2026-05-07,210,3.1,57,44,210,5,5,4.2,0,Yes,0.00,50,22,11,50,114,45,Average Growth / Average Achievement,Average Growth / Average Achievement,50,57
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250034,Dlamini,Thandiwe,5,2025-09-11,191,3.2,25,36,2026-05-07,201,3.2,35,31,197,6,10,4.5,4,Yes,0.50,69,22,11,50,114,45,High Growth / Low Achievement,High Growth / Low Achievement,69,35
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250033,Farouk,Noor,5,2025-09-11,207,3.1,62,41,2026-05-07,230,3.1,92,32,211,4,23,4.4,19,Yes,2.38,99,22,11,50,114,45,High Growth / High Achievement,High Growth / High Achievement,99,92
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250031,Jansen,Anouk,5,2025-09-11,228,3.2,95,67,2026-05-07,226,3.1,88,63,230,2,-2,4.5,-4,No,-0.50,31,22,11,50,114,45,Low Growth / High Achievement,Low Growth / High Achievement,31,88
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250030,Karimi,Dariush,5,2025-09-11,193,3.2,29,33,2026-05-07,207,3.1,50,29,199,6,14,4.5,8,Yes,1.00,84,22,11,50,114,45,High Growth / Low Achievement,High Growth / Average Achievement,84,50
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250025,Kim,Seo-yeon,5,2025-09-11,215,3.0,79,49,2026-05-07,216,3.1,71,41,218,3,1,4.3,-2,No,-0.25,40,22,11,50,114,45,Low Growth / High Achievement,Low Growth / High Achievement,40,71
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250024,Mansour,Karim,5,2025-09-11,169,3.2,2,44,2026-05-07,173,3.2,2,47,178,9,4,4.5,-5,No,-0.62,27,22,11,50,114,45,Low Growth / Low Achievement,Low Growth / Low Achievement,27,2
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250028,Menon,Rohan,5,2025-09-24,193,3.4,29,43,2026-05-07,218,3.2,75,42,199,6,25,4.7,19,Yes,2.38,99,22,11,50,114,45,High Growth / Low Achievement,High Growth / High Achievement,99,75
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250037,Novak,Tomas,5,2025-09-11,205,2.9,57,42,2026-05-07,212,3.1,62,40,210,5,7,4.2,2,Yes,0.25,60,22,11,50,114,45,Average Growth / Average Achievement,Average Growth / High Achievement,60,62
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250027,Nwosu,Adaeze,5,2025-09-11,219,3.0,86,42,2026-05-07,212,2.9,62,41,222,3,-7,4.2,-10,No,-1.25,11,22,11,50,114,45,Low Growth / High Achievement,Low Growth / High Achievement,11,62
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250036,Reddy,Ananya,5,2025-09-11,229,3.3,95,52,2026-05-20,226,3.3,88,42,231,2,-3,4.7,-5,No,-0.62,27,22,11,50,114,45,Low Growth / High Achievement,Low Growth / High Achievement,27,88
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250032,Sato,Kenji,5,2025-09-11,193,3.3,29,45,2026-05-07,208,2.9,52,40,199,6,15,4.4,9,Yes,1.13,87,22,11,50,114,45,High Growth / Low Achievement,High Growth / Average Achievement,87,52
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250043,Silva,Mateus,5,2025-09-11,191,3.1,25,45,2026-05-07,195,2.9,23,45,197,6,4,4.2,-2,No,-0.25,40,22,11,50,114,45,Low Growth / Low Achievement,Low Growth / Low Achievement,40,23
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250038,Tran,Linh,5,2025-09-11,237,3.2,99,30,2026-05-07,239,3.3,98,36,238,1,2,4.6,1,Yes,0.13,55,22,11,50,114,45,Average Growth / High Achievement,Average Growth / High Achievement,55,98
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250035,Vargas,Diego,5,2025-09-11,194,2.9,31,48,2026-05-07,195,3.1,23,43,200,6,1,4.2,-5,No,-0.62,27,22,11,50,114,45,Low Growth / Low Achievement,Low Growth / Low Achievement,27,23
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Language Arts,Language Usage,Class,Fall 2025 - Spring 2026,2025,3,32,D250044,Yamamoto,Hana,5,2025-09-11,213,2.9,75,35,2026-05-19,218,3.1,75,30,217,4,5,4.2,1,Yes,0.13,55,22,11,50,114,45,Average Growth / High Achievement,Average Growth / High Achievement,55,75
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250041,Asante,Kofi,5,2025-09-16,227,3.1,91,54,2026-05-12,229,3.1,76,57,237,10,2,4.4,-8,No,-1.00,16,22,5,23,55,25,Low Growth / High Achievement,Low Growth / High Achievement,16,76
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250045,Bennett,Oliver,5,2025-09-16,222,3.1,84,65,2026-05-12,231,3.1,80,55,232,10,9,4.4,-1,No,-0.12,45,22,5,23,55,25,Average Growth / High Achievement,Average Growth / High Achievement,45,80
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250026,Bianchi,Matteo,5,2025-09-16,240,3.3,98,62,2026-05-12,251,3.1,97,66,250,10,11,4.5,1,Yes,0.13,55,22,5,23,55,25,Average Growth / High Achievement,Average Growth / High Achievement,55,97
Spring 2025-2026,Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,Mathematics,Math K-12,Class,Fall 2025 - Spring 2026,2025,3,32,D250040,Campbell,Isla,5,2025-09-25,223,2.9,86,62,2026-05-12,224,2.9,67,61,233,10,1,4.1,-9,No,-1.12,13,22,5,23,55,25,Low Growth / High Achievement,Low Growth / High Achievement,13,67
