Term Tested,District Name,School Name,Instructor Name,Class Name,Student ID,Student Last Name,Student First Name,Student Grade,Subject,Course,Test Name,Date Tested,Duration,Test RIT Score,Standard Error,Test Percentile,Percent Rapid Guessed,Lexile,Quantile,Instructional Area 1 Name,Instructional Area 1 RIT,Instructional Area 1 StdErr,Instructional Area 2 Name,Instructional Area 2 RIT,Instructional Area 2 StdErr,Instructional Area 3 Name,Instructional Area 3 RIT,Instructional Area 3 StdErr,Instructional Area 4 Name,Instructional Area 4 RIT,Instructional Area 4 StdErr,Instructional Area 5 Name,Instructional Area 5 RIT,Instructional Area 5 StdErr
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250012,Yılmaz,Aylin,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,52,248,3.1,96,0,,1285Q,Operations and Algebraic Thinking,252,6.8,Number and Operations,256,6.9,Measurement and Data,242,6.5,Geometry,241,6.9,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250020,Andersson,Nils,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,54,233,3.0,97,0,,,Life Science,238,6.2,Earth and Space Science,232,6.5,Physical Science,229,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250021,Aziz,Mariam,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,39,238,3.2,99,0,,,Life Science,233,6.8,Earth and Space Science,239,6.8,Physical Science,242,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250013,Boateng,Kwame,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,37,190,3.4,11,4,,,Life Science,192,6.0,Earth and Space Science,182,6.5,Physical Science,197,6.6,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250023,Chatterjee,Kavya,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,33,211,3.1,61,0,,,Life Science,207,6.3,Earth and Space Science,211,6.2,Physical Science,217,6.7,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250014,Dubois,Chloé,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,32,203,3.2,39,2,,,Life Science,208,6.1,Earth and Space Science,198,6.2,Physical Science,202,6.7,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250006,Herrera,Santiago,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,38,216,3.0,74,0,,,Life Science,208,6.4,Earth and Space Science,213,6.3,Physical Science,226,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250003,Iyer,Priya,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,39,212,3.1,64,0,,,Life Science,213,6.3,Earth and Space Science,202,6.5,Physical Science,220,6.6,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250002,Khoury,Omar,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,36,217,2.8,76,0,,,Life Science,222,6.2,Earth and Space Science,212,6.5,Physical Science,216,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250001,Mensah,Amara,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,43,233,3.4,97,0,,,Life Science,231,6.3,Earth and Space Science,228,6.6,Physical Science,239,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250008,Müller,Lukas,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,32,224,3.2,89,0,,,Life Science,227,6.3,Earth and Space Science,227,6.6,Physical Science,219,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250010,Nair,Arjun,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,41,185,3.2,6,0,,,Life Science,189,6.5,Earth and Space Science,180,6.6,Physical Science,186,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250011,Nakamura,Yuna,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,36,195,3.0,20,0,,,Life Science,205,6.3,Earth and Space Science,197,6.3,Physical Science,183,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250009,Nasser,Layla,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,28,228,3.2,93,0,,,Life Science,236,6.4,Earth and Space Science,216,6.6,Physical Science,234,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250007,Nkosi,Zanele,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,37,221,3.1,84,1,,,Life Science,224,6.8,Earth and Space Science,225,6.0,Physical Science,215,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250022,O'Donnell,Eoin,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,39,196,3.1,22,0,,,Life Science,189,6.7,Earth and Space Science,197,6.4,Physical Science,200,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250017,Park,Min-jun,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,38,212,3.2,64,0,,,Life Science,208,6.2,Earth and Space Science,218,6.7,Physical Science,205,6.7,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250015,Qureshi,Hamza,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,39,222,3.2,86,0,,,Life Science,227,6.4,Earth and Space Science,219,6.8,Physical Science,221,6.7,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250018,Rojas,Valentina,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,45,214,3.0,69,3,,,Life Science,221,6.0,Earth and Space Science,205,6.0,Physical Science,218,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250005,Rossi,Elena,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,29,219,3.0,80,3,,,Life Science,212,6.4,Earth and Space Science,213,6.4,Physical Science,231,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250016,Schmidt,Freya,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,37,219,3.3,80,0,,,Life Science,209,6.6,Earth and Space Science,219,6.3,Physical Science,229,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250004,Tanaka,Haruto,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,40,208,2.9,53,1,,,Life Science,209,6.7,Earth and Space Science,205,6.7,Physical Science,210,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Okafor,5A,D250012,Yılmaz,Aylin,5,Science,Science K-12,Growth: Science 3-5 for use with NGSS 2013,5/14/2026,44,225,3.1,90,5,,,Life Science,217,6.6,Earth and Space Science,225,6.3,Physical Science,233,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250041,Asante,Kofi,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,45,235,3.2,94,0,1180L,,Literary Text: Key Ideas and Details,233,7.5,"Literary Text: Language, Craft, and Structure",235,7.3,Informational Text: Key Ideas and Details,238,7.2,"Informational Text: Language, Craft, and Structure",245,7.2,Vocabulary: Acquisition and Use,222,7.3
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250045,Bennett,Oliver,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,56,221,3.0,78,1,945L,,Literary Text: Key Ideas and Details,221,7.6,"Literary Text: Language, Craft, and Structure",222,7.7,Informational Text: Key Ideas and Details,231,7.5,"Informational Text: Language, Craft, and Structure",211,7.6,Vocabulary: Acquisition and Use,219,7.1
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250026,Bianchi,Matteo,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,58,225,3.3,84,0,1015L,,Literary Text: Key Ideas and Details,233,7.1,"Literary Text: Language, Craft, and Structure",228,7.6,Informational Text: Key Ideas and Details,215,7.1,"Informational Text: Language, Craft, and Structure",232,7.6,Vocabulary: Acquisition and Use,216,7.5
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250040,Campbell,Isla,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,55,214,2.9,64,0,830L,,Literary Text: Key Ideas and Details,218,7.7,"Literary Text: Language, Craft, and Structure",216,7.7,Informational Text: Key Ideas and Details,221,7.2,"Informational Text: Language, Craft, and Structure",215,7.7,Vocabulary: Acquisition and Use,204,7.5
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250029,Castillo,Camila,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,45,208,3.0,50,0,730L,,Literary Text: Key Ideas and Details,210,7.4,"Literary Text: Language, Craft, and Structure",213,7.2,Informational Text: Key Ideas and Details,207,7.5,"Informational Text: Language, Craft, and Structure",207,7.7,Vocabulary: Acquisition and Use,203,7.5
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250042,Darwish,Salma,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/19/2026,75,210,3.1,55,0,765L,,Literary Text: Key Ideas and Details,191,7.3,"Literary Text: Language, Craft, and Structure",206,7.0,Informational Text: Key Ideas and Details,220,7.6,"Informational Text: Language, Craft, and Structure",226,7.4,Vocabulary: Acquisition and Use,207,7.1
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250034,Dlamini,Thandiwe,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,37,204,3.2,41,0,665L,,Literary Text: Key Ideas and Details,205,7.3,"Literary Text: Language, Craft, and Structure",212,7.8,Informational Text: Key Ideas and Details,203,7.7,"Informational Text: Language, Craft, and Structure",200,7.6,Vocabulary: Acquisition and Use,199,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250033,Farouk,Noor,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,50,209,2.9,52,0,750L,,Literary Text: Key Ideas and Details,209,7.2,"Literary Text: Language, Craft, and Structure",208,7.4,Informational Text: Key Ideas and Details,209,7.6,"Informational Text: Language, Craft, and Structure",206,7.3,Vocabulary: Acquisition and Use,212,7.4
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250031,Jansen,Anouk,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,70,242,3.2,98,0,1295L,,Literary Text: Key Ideas and Details,229,7.5,"Literary Text: Language, Craft, and Structure",245,7.5,Informational Text: Key Ideas and Details,249,7.5,"Informational Text: Language, Craft, and Structure",245,7.1,Vocabulary: Acquisition and Use,243,7.2
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250030,Karimi,Dariush,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,34,207,3.0,48,0,715L,,Literary Text: Key Ideas and Details,206,7.6,"Literary Text: Language, Craft, and Structure",217,7.7,Informational Text: Key Ideas and Details,208,7.7,"Informational Text: Language, Craft, and Structure",203,7.0,Vocabulary: Acquisition and Use,199,7.3
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250025,Kim,Seo-yeon,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,48,207,3.1,48,0,715L,,Literary Text: Key Ideas and Details,203,7.7,"Literary Text: Language, Craft, and Structure",217,7.1,Informational Text: Key Ideas and Details,205,7.6,"Informational Text: Language, Craft, and Structure",202,7.7,Vocabulary: Acquisition and Use,206,7.6
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250024,Mansour,Karim,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,46,196,3.1,24,2,535L,,Literary Text: Key Ideas and Details,203,7.5,"Literary Text: Language, Craft, and Structure",201,7.2,Informational Text: Key Ideas and Details,201,7.6,"Informational Text: Language, Craft, and Structure",189,7.0,Vocabulary: Acquisition and Use,189,7.4
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250028,Menon,Rohan,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,50,207,3.0,48,0,715L,,Literary Text: Key Ideas and Details,206,7.7,"Literary Text: Language, Craft, and Structure",198,7.4,Informational Text: Key Ideas and Details,211,7.1,"Informational Text: Language, Craft, and Structure",206,7.8,Vocabulary: Acquisition and Use,211,7.7
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250037,Novak,Tomas,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,44,199,3.1,30,0,585L,,Literary Text: Key Ideas and Details,186,7.5,"Literary Text: Language, Craft, and Structure",197,7.6,Informational Text: Key Ideas and Details,211,7.3,"Informational Text: Language, Craft, and Structure",198,7.4,Vocabulary: Acquisition and Use,201,7.3
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250027,Nwosu,Adaeze,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,40,211,2.9,57,0,780L,,Literary Text: Key Ideas and Details,207,7.4,"Literary Text: Language, Craft, and Structure",208,7.0,Informational Text: Key Ideas and Details,202,7.4,"Informational Text: Language, Craft, and Structure",219,7.1,Vocabulary: Acquisition and Use,213,7.6
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250036,Reddy,Ananya,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/20/2026,53,224,3.0,83,0,995L,,Literary Text: Key Ideas and Details,217,7.7,"Literary Text: Language, Craft, and Structure",215,7.1,Informational Text: Key Ideas and Details,229,7.1,"Informational Text: Language, Craft, and Structure",231,7.0,Vocabulary: Acquisition and Use,230,7.1
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250032,Sato,Kenji,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,45,212,2.9,59,1,800L,,Literary Text: Key Ideas and Details,223,7.4,"Literary Text: Language, Craft, and Structure",208,7.5,Informational Text: Key Ideas and Details,198,7.5,"Informational Text: Language, Craft, and Structure",215,7.8,Vocabulary: Acquisition and Use,214,7.3
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250043,Silva,Mateus,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,49,194,3.1,21,0,500L,,Literary Text: Key Ideas and Details,183,7.1,"Literary Text: Language, Craft, and Structure",206,7.7,Informational Text: Key Ideas and Details,189,7.2,"Informational Text: Language, Craft, and Structure",202,7.6,Vocabulary: Acquisition and Use,190,7.5
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250038,Tran,Linh,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,34,253,3.4,99,0,1475L,,Literary Text: Key Ideas and Details,248,7.4,"Literary Text: Language, Craft, and Structure",245,7.2,Informational Text: Key Ideas and Details,246,7.5,"Informational Text: Language, Craft, and Structure",264,7.1,Vocabulary: Acquisition and Use,260,7.3
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250035,Vargas,Diego,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/5/2026,47,213,3.0,62,0,815L,,Literary Text: Key Ideas and Details,211,7.6,"Literary Text: Language, Craft, and Structure",219,7.2,Informational Text: Key Ideas and Details,218,7.5,"Informational Text: Language, Craft, and Structure",217,7.8,Vocabulary: Acquisition and Use,200,7.5
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250044,Yamamoto,Hana,5,Reading,Reading,Growth: Reading 2-5 CCSS 2010 V4,5/19/2026,35,215,2.9,66,0,850L,,Literary Text: Key Ideas and Details,213,7.2,"Literary Text: Language, Craft, and Structure",214,7.4,Informational Text: Key Ideas and Details,209,7.5,"Informational Text: Language, Craft, and Structure",219,7.2,Vocabulary: Acquisition and Use,220,7.8
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250041,Asante,Kofi,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,47,214,3.2,67,7,,,"Writing: Write, Revise Texts for Purpose and Audience",205,6.4,"Language: Understand, Edit for Grammar, Usage",223,6.2,"Language: Understand, Edit for Mechanics",214,5.9,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250045,Bennett,Oliver,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,49,221,3.1,81,8,,,"Writing: Write, Revise Texts for Purpose and Audience",218,6.3,"Language: Understand, Edit for Grammar, Usage",225,6.2,"Language: Understand, Edit for Mechanics",218,5.9,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250026,Bianchi,Matteo,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,48,244,3.3,99,0,,,"Writing: Write, Revise Texts for Purpose and Audience",240,5.9,"Language: Understand, Edit for Grammar, Usage",253,6.3,"Language: Understand, Edit for Mechanics",239,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250040,Campbell,Isla,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,47,210,2.9,57,0,,,"Writing: Write, Revise Texts for Purpose and Audience",209,6.5,"Language: Understand, Edit for Grammar, Usage",211,6.3,"Language: Understand, Edit for Mechanics",212,5.9,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250029,Castillo,Camila,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,46,187,3.0,11,2,,,"Writing: Write, Revise Texts for Purpose and Audience",185,6.3,"Language: Understand, Edit for Grammar, Usage",183,5.8,"Language: Understand, Edit for Mechanics",195,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250042,Darwish,Salma,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/20/2026,63,201,3.1,35,0,,,"Writing: Write, Revise Texts for Purpose and Audience",194,5.9,"Language: Understand, Edit for Grammar, Usage",204,6.0,"Language: Understand, Edit for Mechanics",203,6.6,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250039,Demir,Emir,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,44,210,3.1,57,1,,,"Writing: Write, Revise Texts for Purpose and Audience",206,6.5,"Language: Understand, Edit for Grammar, Usage",218,6.4,"Language: Understand, Edit for Mechanics",204,6.1,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250034,Dlamini,Thandiwe,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,31,201,3.2,35,0,,,"Writing: Write, Revise Texts for Purpose and Audience",188,5.8,"Language: Understand, Edit for Grammar, Usage",200,5.9,"Language: Understand, Edit for Mechanics",217,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250033,Farouk,Noor,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,32,230,3.1,92,0,,,"Writing: Write, Revise Texts for Purpose and Audience",229,6.2,"Language: Understand, Edit for Grammar, Usage",228,6.3,"Language: Understand, Edit for Mechanics",235,5.9,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250031,Jansen,Anouk,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,63,226,3.1,88,8,,,"Writing: Write, Revise Texts for Purpose and Audience",226,6.3,"Language: Understand, Edit for Grammar, Usage",227,6.3,"Language: Understand, Edit for Mechanics",229,6.6,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250030,Karimi,Dariush,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,29,207,3.1,50,0,,,"Writing: Write, Revise Texts for Purpose and Audience",204,6.3,"Language: Understand, Edit for Grammar, Usage",216,6.0,"Language: Understand, Edit for Mechanics",201,5.9,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250025,Kim,Seo-yeon,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,41,216,3.1,71,0,,,"Writing: Write, Revise Texts for Purpose and Audience",210,5.9,"Language: Understand, Edit for Grammar, Usage",219,6.3,"Language: Understand, Edit for Mechanics",215,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250024,Mansour,Karim,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,47,173,3.2,2,0,,,"Writing: Write, Revise Texts for Purpose and Audience",175,6.1,"Language: Understand, Edit for Grammar, Usage",174,6.1,"Language: Understand, Edit for Mechanics",169,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250028,Menon,Rohan,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,42,218,3.2,75,0,,,"Writing: Write, Revise Texts for Purpose and Audience",222,6.3,"Language: Understand, Edit for Grammar, Usage",224,5.8,"Language: Understand, Edit for Mechanics",205,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250037,Novak,Tomas,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,40,212,3.1,62,4,,,"Writing: Write, Revise Texts for Purpose and Audience",216,6.0,"Language: Understand, Edit for Grammar, Usage",207,6.5,"Language: Understand, Edit for Mechanics",212,6.5,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250027,Nwosu,Adaeze,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,41,212,2.9,62,1,,,"Writing: Write, Revise Texts for Purpose and Audience",213,6.1,"Language: Understand, Edit for Grammar, Usage",208,6.2,"Language: Understand, Edit for Mechanics",218,5.8,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250036,Reddy,Ananya,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/20/2026,42,226,3.3,88,1,,,"Writing: Write, Revise Texts for Purpose and Audience",228,6.4,"Language: Understand, Edit for Grammar, Usage",228,6.4,"Language: Understand, Edit for Mechanics",223,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250032,Sato,Kenji,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,40,208,2.9,52,0,,,"Writing: Write, Revise Texts for Purpose and Audience",198,5.9,"Language: Understand, Edit for Grammar, Usage",203,6.0,"Language: Understand, Edit for Mechanics",222,6.4,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250043,Silva,Mateus,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,45,195,2.9,23,0,,,"Writing: Write, Revise Texts for Purpose and Audience",198,6.4,"Language: Understand, Edit for Grammar, Usage",198,6.4,"Language: Understand, Edit for Mechanics",190,5.9,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250038,Tran,Linh,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,36,239,3.3,98,0,,,"Writing: Write, Revise Texts for Purpose and Audience",222,6.4,"Language: Understand, Edit for Grammar, Usage",243,6.1,"Language: Understand, Edit for Mechanics",251,6.3,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250035,Vargas,Diego,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/7/2026,43,195,3.1,23,1,,,"Writing: Write, Revise Texts for Purpose and Audience",204,6.5,"Language: Understand, Edit for Grammar, Usage",185,6.4,"Language: Understand, Edit for Mechanics",196,6.2,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250044,Yamamoto,Hana,5,Language Usage,Language Usage,Growth: Language 2-12 CCSS 2010 V2,5/19/2026,30,218,3.1,75,5,,,"Writing: Write, Revise Texts for Purpose and Audience",211,5.9,"Language: Understand, Edit for Grammar, Usage",214,5.8,"Language: Understand, Edit for Mechanics",231,6.0,,,,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250041,Asante,Kofi,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,57,229,3.1,76,0,,1000Q,Operations and Algebraic Thinking,215,6.8,Number and Operations,229,6.7,Measurement and Data,235,6.8,Geometry,238,6.6,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250045,Bennett,Oliver,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,55,231,3.1,80,0,,1030Q,Operations and Algebraic Thinking,224,6.3,Number and Operations,240,6.5,Measurement and Data,236,6.5,Geometry,223,6.6,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250026,Bianchi,Matteo,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,66,251,3.1,97,3,,1330Q,Operations and Algebraic Thinking,252,6.4,Number and Operations,256,6.4,Measurement and Data,242,6.6,Geometry,253,6.4,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250040,Campbell,Isla,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,61,224,2.9,67,3,,925Q,Operations and Algebraic Thinking,227,6.6,Number and Operations,219,6.6,Measurement and Data,224,6.4,Geometry,224,6.9,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250029,Castillo,Camila,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,64,201,3.2,20,0,,580Q,Operations and Algebraic Thinking,208,6.5,Number and Operations,209,6.2,Measurement and Data,200,6.5,Geometry,188,6.4,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250042,Darwish,Salma,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/20/2026,77,207,3.3,31,0,,670Q,Operations and Algebraic Thinking,217,6.4,Number and Operations,209,6.7,Measurement and Data,207,6.9,Geometry,198,6.4,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250039,Demir,Emir,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,53,216,3.1,50,3,,805Q,Operations and Algebraic Thinking,221,6.5,Number and Operations,213,6.3,Measurement and Data,213,6.8,Geometry,216,6.9,,,
Spring 2025-2026,AISA (sample data),AISA Demo School,Lindqvist,5B,D250034,Dlamini,Thandiwe,5,Mathematics,Math K-12,Growth: Math 2-5 CCSS 2010 V2,5/12/2026,42,186,3.1,5,0,,355Q,Operations and Algebraic Thinking,187,6.3,Number and Operations,184,6.7,Measurement and Data,186,6.7,Geometry,185,6.7,,,
